Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
9564;Bacia de Acumulação A;CARBONIFERA METROPOLITANA S/A;83.647.917/0001-00;-28°28'59.020";-49°27'04.040";Sul do Equador;TREVISO;SC;-;3,84;3.640,40;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9565;Bacia de Acumulação B;CARBONIFERA METROPOLITANA S/A;83.647.917/0001-00;-28°28'56.790";-49°27'04.780";Sul do Equador;TREVISO;SC;-;3,07;4.870,43;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9043;Bacia de Conteção de Finos da PDE-A Norte;GERDAU ACOMINAS S/A;17.227.422/0001-05;-20°16'42.200";-43°55'51.100";Sul do Equador;ITABIRITO;MG;-;5,00;3.480,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9044;Bacia de Conteção de Finos da PDE-A Sul;GERDAU ACOMINAS S/A;17.227.422/0001-05;-20°16'58.800";-43°55'38.200";Sul do Equador;ITABIRITO;MG;-;6,00;1.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9075;Bacia de Controle Ambiental;PARA PIGMENTOS S A;33.931.510/0001-31;-02°49'14.100";-47°54'25.000";Sul do Equador;IPIXUNA DO PARÁ;PA;-;8,00;175.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9363;BACIA DE DECANTAÇÃO - PLANTA I;Geocal Mineração Ltda;00.255.910/0001-15;-23°24'03.560";-46°55'05.690";Sul do Equador;SANTANA DE PARNAÍBA;SP;Calcário Dolomítico;20,00;10.500,00;0 - Etapa única;Baixo;Baixo;A;Sim;Nível de Alerta;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
10279;BACIA DE DECANTAÇÃO – DIQUE DE ENROCAMENTO PDE6 - FASE 1;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-19°52'26.380";-46°48'10.910";Sul do Equador;TAPIRA;MG;-;8,75;0,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8292;Bacia de Decantação 1;MINERACAO MATHEUS LEME LTDA;60.510.195/0001-41;-19°56'04.000";-44°28'15.000";Sul do Equador;MATEUS LEME;MG;-;2,00;3.660,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8293;Bacia de Decantação 2;MINERACAO MATHEUS LEME LTDA;60.510.195/0001-41;-19°56'03.000";-44°28'17.000";Sul do Equador;MATEUS LEME;MG;-;2,25;5.700,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8294;Bacia de Decantação 3;MINERACAO MATHEUS LEME LTDA;60.510.195/0001-41;-19°56'02.000";-44°28'19.000";Sul do Equador;MATEUS LEME;MG;-;2,00;1.570,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8822;BACIA DE DECANTAÇÃO DA USINA RIO FIORITA;GABRIELLA MINERACAO LTDA;07.105.967/0001-87;-28°34'38.200";-49°26'31.900";Sul do Equador;SIDERÓPOLIS;SC;Carvão Mineral;3,50;36.672,00;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Desembargada
9249;Bacia de Decantação Final No Bota Fora;MINERACAO NOSSA SENHORA DO CARMO LTDA;83.647.750/0001-87;-24°44'54.630";-49°11'16.070";Sul do Equador;CERRO AZUL;PR;Fluorita;33,00;250.000,00;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
9560;Bacia de Decantação S1;SERGIO DA SILVA;***;-15°55'25.845";-56°09'48.833";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;-;5,00;8.740,89;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9121;Bacia de Finos da Mina do Cerro;COPELMI MINERACAO LTDA;33.059.528/0001-95;-30°23'10.327";-53°02'37.439";Sul do Equador;CACHOEIRA DO SUL;RS;Carvão Mineral;10,00;534.000,00;10 - Alteamento a montante;Médio;Médio;B;Sim;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9120;Bacia de Finos da Mina do Recreio;COPELMI MINERACAO LTDA;33.059.528/0001-95;-30°08'44.381";-52°00'13.591";Sul do Equador;BUTIÁ;RS;Carvão Mineral;20,00;4.420.000,00;10 - Alteamento a montante;Baixo;Alto;B;Sim;Sem emergência;-; - ;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10021;BACIA DE RECIRCULAÇÃO - RI;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'34.270";-47°57'19.726";Sul do Equador;UBERABA;MG;Argila Refratária;3,04;10.044,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10022;BACIA DE RECIRCULAÇÃO - RII;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'36.748";-47°57'22.682";Sul do Equador;UBERABA;MG;Argila Refratária;5,60;500,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9007;BACIA DE REJEITO MINERGOLD;Marcelo Busnardo EPP;27.390.991/0001-12;-15°41'47.500";-56°20'02.100";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;12,00;146.000,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10256;Bacia de Rejeito Não Magnético 06;LARGO VANADIO DE MARACAS S.A;15.191.786/0001-49;-13°69'40.142";-40°68'93.806";Sul do Equador;MARACÁS;BA;Minério de Vanádio;27,50;1.499.985,47;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
8629;Bacia de Rejeitos;R L DE ALMEIDA FERREIRA;08.838.089/0001-71;-15°41'16.720";-56°21'04.020";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Rocha Aurífera;25,00;3.000.000,00;2 - Alteamento a jusante;Alto;Alto;C;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Enviado;Não Enviado;-;Inativa;Embargada
8990;BACIA DE REJEITOS 16;SERABI MINERACAO S.A.;04.207.303/0001-30;-06°19'30.300";-55°47'04.200";Sul do Equador;ITAITUBA;PA;Minério de Ouro Primário;19,68;65.689,90;0 - Etapa única;Baixo;Baixo;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Desembargada
8949;BACIA DE REJEITOS BOM JARDIM;R G R FILHO MINERACAO;48.000.260/0001-93;-16°15'02.200";-56°35'56.900";Sul do Equador;POCONÉ;MT;Rocha Aurífera;33,00;893.735,05;2 - Alteamento a jusante;Médio;Médio;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
8879;BACIA DE REJEITOS SÃO BENTO;ROSEMEIRE BENEDETTI ALVES;***;-16°15'37.000";-56°35'44.000";Sul do Equador;POCONÉ;MT;Rocha Aurífera;20,62;1.089.570,88;2 - Alteamento a jusante;Alto;Médio;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Atestado;Não Enviado;-;Inativa;Embargada
8346;BACIA DE SEDIMENTO DA USINA DE TRATAMENTO;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-14°14'01.600";-41°43'10.900";Sul do Equador;BRUMADO;BA;Magnesita;4,78;52.912,30;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9073;Bacia de Segurança;ARTEMYN RIO CAPIM CAULIM LTDA.;16.532.798/0001-52;-01°34'53.137";-48°44'44.034";Sul do Equador;BARCARENA;PA;Caulim;11,00;11.442,01;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9780;Bacia do Castanheira;BURITIRAMA MINERACAO S.A. FALIDO;27.121.672/0001-01;-05°30'48.910";-50°14'07.920";Sul do Equador;MARABÁ;PA;Minério de Manganês;18,65;496.431,00;0 - Etapa única;Alto;Baixo;A;Sim;Nível de Emergência 2;1º Campanha 2026 - Não Atestado; - ;-;Inativa;Embargada
9845;Bacia Grota da Onça;RENALDO RUDI SCHORK;***;-15°14'53.357";-59°17'34.245";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Primário;6,66;39.173,05;2 - Alteamento a jusante;Médio;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;Campanha 2025 - Atestado;Ativa;Desembargada
10172;Bacia Nestor Figueiredo - BNF;INDUSTRIAS NUCLEARES DO BRASIL S.A - INB;00.322.818/0036-50;-21°56'24.914";-46°29'20.828";Sul do Equador;CALDAS;MG;-;10,00;15.000,00;0 - Etapa única;Alto;Baixo;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Atestado;Não Enviado;-;Ativa;Embargada
10019;BACIA USINA DE BENEFICIAMENTO - IA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'34.093";-47°57'14.044";Sul do Equador;UBERABA;MG;Argila Refratária;3,30;1.963,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10020;BACIA USINA DE BENEFICIAMENTO - IB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'34.829";-47°57'15.321";Sul do Equador;UBERABA;MG;Argila Refratária;5,10;1.963,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8988;Bacuri;Mineração Vila Nova Ltda;02.008.461/0001-36;00°22'46.200";-51°43'22.000";Norte do Equador;MAZAGÃO;AP;Minério de Cromo;5,50;143.553,30;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9351;Baia 4;VETRIA MINERACAO S.A.;10.228.340/0001-28;-19°12'01.263";-57°38'21.980";Sul do Equador;CORUMBÁ;MS;Minério de Ferro;10,00;76.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9042;Baias da UTM II;GERDAU ACOMINAS S/A;17.227.422/0001-05;-20°27'16.610";-43°46'37.930";Sul do Equador;OURO PRETO;MG;Minério de Ferro;22,00;24.229,84;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Desembargada
10350;Baixinhos;INDUSTRIA E COMERCIO DE MINERIOS S/A - ICOMI;33.193.939/0001-79;00°52'56.900";-52°00'08.800";Norte do Equador;SERRA DO NAVIO;AP;;24,24;3.046.923,00;10 - Desconhecido;Alto;Baixo;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Enviado; - ;-;Inativa;Embargada
9344;BARAÚNA - PBC1;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'31.400";-39°52'09.937";Sul do Equador;JAGUARARI;BA;Minério de Cobre;2,00;12.200,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9345;BARAÚNA - PBC2;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'29.492";-39°52'17.263";Sul do Equador;JAGUARARI;BA;Minério de Cobre;2,00;12.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9346;BARAÚNA - PBC3;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°52'28.070";-39°52'20.060";Sul do Equador;JAGUARARI;BA;Minério de Cobre;2,00;8.500,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10039;BARBA;CLEOMENES SANTOS SILVA;***;-16°15'22.090";-56°39'23.090";Sul do Equador;POCONÉ;MT;Areia;6,00;56.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8279;Barnabé;VALE S.A.;33.592.510/0001-54;-20°25'33.000";-43°53'30.400";Sul do Equador;CONGONHAS;MG;-;25,36;250.420,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8281;Barnabé 1;VALE S.A.;33.592.510/0001-54;-20°26'02.500";-43°52'56.400";Sul do Equador;CONGONHAS;MG;-;33,00;198.390,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9011;BARRAGEM;SERRA ALTA MINERACAO LTDA;29.293.512/0001-75;-10°45'37.774";-48°04'50.612";Sul do Equador;MONTE DO CARMO;TO;Argila Arenosa;5,70;39.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9006;BARRAGEM  BLOCO NORTE ;ANGELO CARLOS VICARI JUNIOR;***;-10°41'11.950";-54°49'27.770";Sul do Equador;NOVA SANTA HELENA;MT;Minério de Ouro Primário;5,00;7.500,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9775;Barragem  LVR;L V R COMERCIO E EXTRACAO MINERAL LTDA;05.797.877/0001-79;-11°27'48.021";-58°56'18.673";Sul do Equador;JUÍNA;MT;Aluvião Diamantífero;11,00;105.669,68;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8333;BARRAGEM  USINA BENEFICIAMENTO L7 - IIB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'38.963";-47°57'21.016";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;7.300,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9876;Barragem - Valdenir;CLAUDIO HENRIQUE TEODORO DE ALMEIDA;***;-15°37'18.217";-56°16'33.369";Sul do Equador;VÁRZEA GRANDE;MT;Areia;14,68;7.043,76;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8827;BARRAGEM 01;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-10°30'18.000";-63°37'14.100";Sul do Equador;CAMPO NOVO DE RONDÔNIA;RO;Areia e Cascalho;3,00;31.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8753;Barragem 01;JACOBINA MINERACAO E COMERCIO LTDA;42.463.174/0001-30;-11°14'37.100";-40°31'32.700";Sul do Equador;JACOBINA;BA;Rocha Aurífera;56,00;14.300.000,00;10 - Alteamento a montante;Médio;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9262;Barragem 01;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°11'03.320";-56°26'06.040";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;41,00;7.372.138,37;2 - Alteamento a jusante;Médio;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9730;Barragem 01;VALDINEI MAURO DE SOUZA;***;-16°15'19.650";-56°40'16.680";Sul do Equador;POCONÉ;MT;Aluvião Aurífero;25,00;185.241,55;2 - Alteamento a jusante;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Inativa;Desembargada
8820;Barragem 01;SAMACA FERROS LTDA;16.682.218/0001-03;-15°46'38.400";-40°19'20.400";Sul do Equador;MAIQUINIQUE;BA;Areia;14,00;348.370,00;10 - Alteamento a montante;Alto;Médio;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Atestado;Não Enviado;-;Em descaracterização (projeto/obras/monitoramento);Embargada
8828;BARRAGEM 02;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-10°30'46.700";-63°37'16.600";Sul do Equador;CAMPO NOVO DE RONDÔNIA;RO;Areia e Cascalho;3,50;31.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8218;Barragem 02;CSN CIMENTOS S.A.;38.282.487/0001-15;-20°18'59.620";-45°34'59.380";Sul do Equador;ARCOS;MG;-;15,25;426.951,08;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8757;BARRAGEM 02;JACOBINA MINERACAO E COMERCIO LTDA;42.463.174/0001-30;-11°14'06.400";-40°31'44.700";Sul do Equador;JACOBINA;BA;Rocha Aurífera;109,00;14.256.872,02;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9731;Barragem 02;VALDINEI MAURO DE SOUZA;***;-16°15'23.890";-56°40'10.530";Sul do Equador;POCONÉ;MT;Aluvião Aurífero;22,00;494.533,57;2 - Alteamento a jusante;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Desembargada
8821;Barragem 02;SAMACA FERROS LTDA;16.682.218/0001-03;-15°46'42.000";-40°19'04.200";Sul do Equador;MAIQUINIQUE;BA;Areia;19,00;1.450.019,30;0 - Etapa única;Alto;Médio;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Atestado;Não Enviado;Extraordinária ou Exigência de Fiscalização - Não Atestado;Inativa;Embargada
8940;Barragem 02 - Canindé;Minerita Minérios Itaúna Ltda.;16.813.461/0001-13;-20°08'19.320";-44°22'48.680";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;46,00;633.424,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
10073;BARRAGEM 03;SAMACA FERROS LTDA;16.682.218/0001-03;-15°47'18.000";-40°19'23.000";Sul do Equador;MAIQUINIQUE;BA;;7,00;442.357,64;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8219;Barragem 03;CSN CIMENTOS S.A.;38.282.487/0001-15;-20°18'48.380";-45°34'38.840";Sul do Equador;ARCOS;MG;-;9,98;736.337,31;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8626;Barragem 1;COMPANHIA MINERADORA DO PIROCLORO DE ARAXA;17.806.779/0001-30;-19°39'35.000";-46°55'37.000";Sul do Equador;ARAXÁ;MG;-;3,50;108.377,16;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9832;Barragem 1;COOPERATIVA DOS GARIMPEIROS DO VALE DO VILA NOVA;23.082.365/0001-08;00°24'43.711";-51°43'44.100";Norte do Equador;PORTO GRANDE;AP;Minério de Ouro Secundário;5,00;1.600,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8344;Barragem 1;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-24°41'59.520";-48°06'46.666";Sul do Equador;CAJATI;SP;Rocha Fosfática;49,00;7.670.829,51;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9266;Barragem 1;MORRO AGUDO MINERAIS LTDA;47.023.990/0001-47;-17°29'46.800";-46°49'07.800";Sul do Equador;PARACATU;MG;Minério de Zinco;21,00;1.635.000,00;0 - Etapa única;Alto;Alto;B;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8400;Barragem 1 - Decantação;MSM-MINERACAO SERRA DA MOEDA S.A.;21.705.306/0001-13;-20°22'46.090";-43°55'00.420";Sul do Equador;ITABIRITO;MG;Hematita;12,00;40.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9291;Barragem 1 - Dique de Contenção;Construtora Martins Lanna Ltda.;19.974.518/0001-54;-19°51'53.770";-44°05'35.104";Sul do Equador;BETIM;MG;-;8,00;12.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8414;Barragem 101;INDUSTRIA CARBONIFERA RIO DESERTO LTDA;83.286.500/0001-69;-28°43'45.000";-49°14'54.000";Sul do Equador;IÇARA;SC;-;3,00;9.542,20;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9833;Barragem 2;COOPERATIVA DOS GARIMPEIROS DO VALE DO VILA NOVA;23.082.365/0001-08;00°24'35.510";-51°43'45.270";Norte do Equador;PORTO GRANDE;AP;Minério de Ouro Secundário;6,00;1.000,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8345;Barragem 2;MOSAIC FERTILIZANTES P&K LTDA.;33.931.486/0014-55;-24°41'35.000";-48°07'13.000";Sul do Equador;CAJATI;SP;Rocha Fosfática;68,00;8.651.096,78;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9267;Barragem 2;MORRO AGUDO MINERAIS LTDA;47.023.990/0001-47;-17°30'38.400";-46°49'42.000";Sul do Equador;PARACATU;MG;Calcário Dolomítico;32,50;1.600.000,00;5 - Alteamento por linha de centro;Alto;Alto;B;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Não Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Embargada
9292;Barragem 2 - Captação de Água;Construtora Martins Lanna Ltda.;19.974.518/0001-54;-19°52'33.440";-44°06'01.770";Sul do Equador;BETIM;MG;-;2,00;14.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8947;Barragem 2 - Decantação;MSM-MINERACAO SERRA DA MOEDA S.A.;21.705.306/0001-13;-20°22'43.870";-43°55'00.130";Sul do Equador;ITABIRITO;MG;Minério de Ferro;12,00;64.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9834;Barragem 3;COOPERATIVA DOS GARIMPEIROS DO VALE DO VILA NOVA;23.082.365/0001-08;00°24'28.480";-51°43'48.020";Norte do Equador;PORTO GRANDE;AP;Minério de Ouro Secundário;7,00;2.450,00;10 - Desconhecido;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
9268;Barragem 3;MORRO AGUDO MINERAIS LTDA;47.023.990/0001-47;-17°30'48.000";-46°49'42.000";Sul do Equador;PARACATU;MG;Calcário Dolomítico;12,00;500.000,00;0 - Etapa única;Alto;Alto;B;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Não Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Embargada
8833;BARRAGEM 339;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-11°09'30.250";-61°36'42.030";Sul do Equador;MINISTRO ANDREAZZA;RO;Areia e Cascalho;4,50;7.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8834;BARRAGEM 341;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-11°09'42.850";-61°36'50.800";Sul do Equador;MINISTRO ANDREAZZA;RO;Areia e Cascalho;4,50;7.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8976;Barragem 3A - Sedimentação;MSM-MINERACAO SERRA DA MOEDA S.A.;21.705.306/0001-13;-20°22'38.190";-43°54'52.910";Sul do Equador;ITABIRITO;MG;Minério de Ferro;3,00;3.420,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8977;Barragem 3B - Sedimentação;MSM-MINERACAO SERRA DA MOEDA S.A.;21.705.306/0001-13;-20°22'41.120";-43°54'55.540";Sul do Equador;ITABIRITO;MG;-;3,00;5.480,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9835;Barragem 4;COOPERATIVA DOS GARIMPEIROS DO VALE DO VILA NOVA;23.082.365/0001-08;00°24'25.540";-51°44'15.120";Norte do Equador;PORTO GRANDE;AP;Minério de Ouro Secundário;5,00;1.200,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8978;Barragem 4 - Acumulação;MSM-MINERACAO SERRA DA MOEDA S.A.;21.705.306/0001-13;-20°22'39.730";-43°54'54.340";Sul do Equador;ITABIRITO;MG;Minério de Ferro;7,00;4.078,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
